Date (UTC)	Time (UTC)	Latitude	Longitude		
17-Jan-2009	20:28:41	47.66756667	-122.1022667		
17-Jan-2009	20:28:42	47.66756667	-122.1022667		
17-Jan-2009	20:28:43	47.66756667	-122.1022667		
17-Jan-2009	20:28:44	47.66756667	-122.1022667		
17-Jan-2009	20:28:45	47.66756667	-122.1022667		
17-Jan-2009	20:28:46	47.66756667	-122.1022667		
17-Jan-2009	20:28:47	47.66756667	-122.1022667		
17-Jan-2009	20:28:48	47.66756667	-122.1022667		
17-Jan-2009	20:28:49	47.66756667	-122.1022667		
17-Jan-2009	20:28:50	47.66756667	-122.1022667		
17-Jan-2009	20:28:51	47.66756667	-122.1022667		
17-Jan-2009	20:28:52	47.66756667	-122.1022667		
17-Jan-2009	20:28:53	47.66756667	-122.1022667		
17-Jan-2009	20:28:54	47.66756667	-122.1022667		
17-Jan-2009	20:28:55	47.66756667	-122.1022667		
17-Jan-2009	20:28:56	47.66756667	-122.1022667		
17-Jan-2009	20:28:57	47.66756667	-122.1022667		
17-Jan-2009	20:28:58	47.66756667	-122.1022667		
17-Jan-2009	20:28:59	47.66756667	-122.1022667		
17-Jan-2009	20:29:00	47.66756667	-122.1022667		
17-Jan-2009	20:29:01	47.66756667	-122.1022667		
17-Jan-2009	20:29:02	47.66756667	-122.1022667		
17-Jan-2009	20:29:03	47.66756667	-122.1022667		
17-Jan-2009	20:29:04	47.66756667	-122.1022667		
17-Jan-2009	20:29:05	47.66756667	-122.1022667		
17-Jan-2009	20:29:06	47.66756667	-122.1022667		
17-Jan-2009	20:29:07	47.66756667	-122.1022667		
17-Jan-2009	20:29:08	47.66756667	-122.1022667		
17-Jan-2009	20:29:09	47.66756667	-122.1022667		
17-Jan-2009	20:29:10	47.66756667	-122.1022667		
17-Jan-2009	20:29:11	47.66756667	-122.1022667		
17-Jan-2009	20:29:12	47.66756667	-122.1022667		
17-Jan-2009	20:29:13	47.66756667	-122.1022667		
17-Jan-2009	20:29:14	47.66756667	-122.1022667		
17-Jan-2009	20:29:15	47.66756667	-122.1022667		
17-Jan-2009	20:29:16	47.66758333	-122.1022667		
17-Jan-2009	20:29:17	47.66758333	-122.1022667		
17-Jan-2009	20:29:18	47.66758333	-122.1022667		
17-Jan-2009	20:29:19	47.66758333	-122.1022667		
17-Jan-2009	20:29:20	47.66758333	-122.1022667		
17-Jan-2009	20:29:21	47.66758333	-122.1022667		
17-Jan-2009	20:29:22	47.66758333	-122.1022667		
17-Jan-2009	20:29:23	47.66758333	-122.1022667		
17-Jan-2009	20:29:24	47.66758333	-122.1022667		
17-Jan-2009	20:29:25	47.66758333	-122.1022667		
17-Jan-2009	20:29:26	47.66758333	-122.1022667		
17-Jan-2009	20:29:27	47.66758333	-122.1022667		
17-Jan-2009	20:29:28	47.66758333	-122.1022667		
17-Jan-2009	20:29:29	47.66758333	-122.1022667		
17-Jan-2009	20:29:30	47.66758333	-122.1022667		
17-Jan-2009	20:29:31	47.66758333	-122.1022667		
17-Jan-2009	20:29:32	47.66758333	-122.1022667		
17-Jan-2009	20:29:33	47.66758333	-122.1022667		
17-Jan-2009	20:29:34	47.66758333	-122.1022667		
17-Jan-2009	20:29:35	47.66758333	-122.1022667		
17-Jan-2009	20:29:36	47.66758333	-122.1022667		
17-Jan-2009	20:29:37	47.66758333	-122.1022667		
17-Jan-2009	20:29:38	47.66758333	-122.1022667		
17-Jan-2009	20:29:39	47.66758333	-122.1022667		
17-Jan-2009	20:29:40	47.66758333	-122.1022667		
17-Jan-2009	20:29:41	47.66758333	-122.1022667		
17-Jan-2009	20:29:42	47.66758333	-122.1022667		
17-Jan-2009	20:29:43	47.66758333	-122.1022667		
17-Jan-2009	20:29:44	47.66758333	-122.1022667		
17-Jan-2009	20:29:45	47.66758333	-122.1022667		
17-Jan-2009	20:29:46	47.66758333	-122.1022667		
17-Jan-2009	20:29:47	47.66758333	-122.1022667		
17-Jan-2009	20:29:48	47.66758333	-122.1022667		
17-Jan-2009	20:29:49	47.66758333	-122.1022667		
17-Jan-2009	20:29:50	47.66758333	-122.1022667		
17-Jan-2009	20:29:51	47.66758333	-122.1022667		
17-Jan-2009	20:29:52	47.66758333	-122.1022667		
17-Jan-2009	20:29:53	47.66758333	-122.1022667		
17-Jan-2009	20:29:54	47.66758333	-122.1022667		
17-Jan-2009	20:29:55	47.66758333	-122.1022667		
17-Jan-2009	20:29:56	47.66758333	-122.1022667		
17-Jan-2009	20:29:57	47.66758333	-122.1022833		
17-Jan-2009	20:29:58	47.66758333	-122.1022833		
17-Jan-2009	20:29:59	47.66758333	-122.1022833		
17-Jan-2009	20:30:00	47.66758333	-122.1022833		
17-Jan-2009	20:30:01	47.66758333	-122.1022833		
17-Jan-2009	20:30:02	47.66758333	-122.1022833		
17-Jan-2009	20:30:03	47.66758333	-122.1022833		
17-Jan-2009	20:30:04	47.66758333	-122.1022833		
17-Jan-2009	20:30:05	47.66758333	-122.1022833		
17-Jan-2009	20:30:06	47.66758333	-122.1022833		
17-Jan-2009	20:30:07	47.66758333	-122.1022833		
17-Jan-2009	20:30:08	47.66758333	-122.1022833		
17-Jan-2009	20:30:09	47.66758333	-122.1022833		
17-Jan-2009	20:30:10	47.66758333	-122.1022833		
17-Jan-2009	20:30:11	47.66758333	-122.1022667		
17-Jan-2009	20:30:12	47.66758333	-122.1022667		
17-Jan-2009	20:30:13	47.66758333	-122.1022667		
17-Jan-2009	20:30:14	47.6676	-122.1022167		
17-Jan-2009	20:30:15	47.66763333	-122.1021667		
17-Jan-2009	20:30:16	47.66766667	-122.1021333		
17-Jan-2009	20:30:17	47.66773333	-122.1021		
17-Jan-2009	20:30:18	47.6678	-122.1021167		
17-Jan-2009	20:30:19	47.66786667	-122.1021833		
17-Jan-2009	20:30:20	47.66793333	-122.1022667		
17-Jan-2009	20:30:21	47.668	-122.1024		
17-Jan-2009	20:30:22	47.66808333	-122.1025333		
17-Jan-2009	20:30:23	47.66816667	-122.1026667		
17-Jan-2009	20:30:24	47.66826667	-122.1028333		
17-Jan-2009	20:30:25	47.66835	-122.103		
17-Jan-2009	20:30:26	47.66845	-122.1031833		
17-Jan-2009	20:30:27	47.66855	-122.1033667		
17-Jan-2009	20:30:28	47.66865	-122.1035667		
17-Jan-2009	20:30:29	47.66873333	-122.1037667		
17-Jan-2009	20:30:30	47.66881667	-122.1039667		
17-Jan-2009	20:30:31	47.6689	-122.1041833		
17-Jan-2009	20:30:32	47.669	-122.1044		
17-Jan-2009	20:30:33	47.66908333	-122.1046		
17-Jan-2009	20:30:34	47.6692	-122.1047833		
17-Jan-2009	20:30:35	47.66933333	-122.1049333		
17-Jan-2009	20:30:36	47.66948333	-122.1050667		
17-Jan-2009	20:30:37	47.66965	-122.1051667		
17-Jan-2009	20:30:38	47.66981667	-122.1052833		
17-Jan-2009	20:30:39	47.66998333	-122.1053833		
17-Jan-2009	20:30:40	47.67016667	-122.1054833		
17-Jan-2009	20:30:41	47.67033333	-122.1055833		
17-Jan-2009	20:30:42	47.67048333	-122.1056667		
17-Jan-2009	20:30:43	47.67065	-122.1058		
17-Jan-2009	20:30:44	47.67078333	-122.10595		
17-Jan-2009	20:30:45	47.67088333	-122.1061333		
17-Jan-2009	20:30:46	47.67095	-122.1063667		
17-Jan-2009	20:30:47	47.67098333	-122.1066		
17-Jan-2009	20:30:48	47.67098333	-122.10685		
17-Jan-2009	20:30:49	47.67095	-122.1070833		
17-Jan-2009	20:30:50	47.67086667	-122.1073167		
17-Jan-2009	20:30:51	47.67075	-122.1074833		
17-Jan-2009	20:30:52	47.6706	-122.10765		
17-Jan-2009	20:30:53	47.67043333	-122.10775		
17-Jan-2009	20:30:54	47.67028333	-122.10785		
17-Jan-2009	20:30:55	47.67011667	-122.1079333		
17-Jan-2009	20:30:56	47.66995	-122.10805		
17-Jan-2009	20:30:57	47.66978333	-122.10815		
17-Jan-2009	20:30:58	47.66961667	-122.1082667		
17-Jan-2009	20:30:59	47.66945	-122.10835		
17-Jan-2009	20:31:00	47.66928333	-122.1084667		
17-Jan-2009	20:31:01	47.66911667	-122.1085667		
17-Jan-2009	20:31:02	47.66895	-122.1086833		
17-Jan-2009	20:31:03	47.66878333	-122.1088167		
17-Jan-2009	20:31:04	47.66861667	-122.1089833		
17-Jan-2009	20:31:05	47.66846667	-122.1091833		
17-Jan-2009	20:31:06	47.66831667	-122.1093833		
17-Jan-2009	20:31:07	47.66818333	-122.1096333		
17-Jan-2009	20:31:08	47.66805	-122.1098833		
17-Jan-2009	20:31:09	47.66791667	-122.11015		
17-Jan-2009	20:31:10	47.66778333	-122.1104		
17-Jan-2009	20:31:11	47.66766667	-122.1106833		
17-Jan-2009	20:31:12	47.66755	-122.1109667		
17-Jan-2009	20:31:13	47.66745	-122.1112667		
17-Jan-2009	20:31:14	47.66736667	-122.1115833		
17-Jan-2009	20:31:15	47.6673	-122.1119		
17-Jan-2009	20:31:16	47.66723333	-122.1122333		
17-Jan-2009	20:31:17	47.6672	-122.1125667		
17-Jan-2009	20:31:18	47.66716667	-122.1129333		
17-Jan-2009	20:31:19	47.66715	-122.1132833		
17-Jan-2009	20:31:20	47.66715	-122.11365		
17-Jan-2009	20:31:21	47.66715	-122.1140167		
17-Jan-2009	20:31:22	47.66715	-122.1144		
17-Jan-2009	20:31:23	47.66715	-122.1147833		
17-Jan-2009	20:31:24	47.66716667	-122.11515		
17-Jan-2009	20:31:25	47.66716667	-122.1155167		
17-Jan-2009	20:31:26	47.66716667	-122.1159		
17-Jan-2009	20:31:27	47.66716667	-122.1162833		
17-Jan-2009	20:31:28	47.66716667	-122.1166833		
17-Jan-2009	20:31:29	47.66718333	-122.11705		
17-Jan-2009	20:31:30	47.66718333	-122.1174167		
17-Jan-2009	20:31:31	47.66718333	-122.1178		
17-Jan-2009	20:31:32	47.66718333	-122.1181667		
17-Jan-2009	20:31:33	47.66718333	-122.1185667		
17-Jan-2009	20:31:34	47.6672	-122.11895		
17-Jan-2009	20:31:35	47.6672	-122.1193167		
17-Jan-2009	20:31:36	47.6672	-122.1197		
17-Jan-2009	20:31:37	47.6672	-122.1200667		
17-Jan-2009	20:31:38	47.6672	-122.12045		
17-Jan-2009	20:31:39	47.6672	-122.1208333		
17-Jan-2009	20:31:40	47.66721667	-122.1212		
17-Jan-2009	20:31:41	47.66721667	-122.1215667		
17-Jan-2009	20:31:42	47.66721667	-122.1219333		
17-Jan-2009	20:31:43	47.66721667	-122.1223		
17-Jan-2009	20:31:44	47.66723333	-122.1226667		
17-Jan-2009	20:31:45	47.66723333	-122.1230333		
17-Jan-2009	20:31:46	47.66725	-122.1234		
17-Jan-2009	20:31:47	47.66726667	-122.1237833		
17-Jan-2009	20:31:48	47.66728333	-122.1241333		
17-Jan-2009	20:31:49	47.6673	-122.1245		
17-Jan-2009	20:31:50	47.66731667	-122.12485		
17-Jan-2009	20:31:51	47.66731667	-122.1252167		
17-Jan-2009	20:31:52	47.66731667	-122.1255667		
17-Jan-2009	20:31:53	47.66731667	-122.1259		
17-Jan-2009	20:31:54	47.6673	-122.1262667		
17-Jan-2009	20:31:55	47.66728333	-122.1266167		
17-Jan-2009	20:31:56	47.66725	-122.1269667		
17-Jan-2009	20:31:57	47.6672	-122.1273		
17-Jan-2009	20:31:58	47.66715	-122.1276333		
17-Jan-2009	20:31:59	47.6671	-122.1279833		
17-Jan-2009	20:32:00	47.66703333	-122.1283167		
17-Jan-2009	20:32:01	47.66695	-122.1286333		
17-Jan-2009	20:32:02	47.66686667	-122.12895		
17-Jan-2009	20:32:03	47.66678333	-122.1292667		
17-Jan-2009	20:32:04	47.66668333	-122.1295667		
17-Jan-2009	20:32:05	47.66658333	-122.1298667		
17-Jan-2009	20:32:06	47.66648333	-122.13015		
17-Jan-2009	20:32:07	47.66636667	-122.1304333		
17-Jan-2009	20:32:08	47.66625	-122.1306833		
17-Jan-2009	20:32:09	47.66613333	-122.1309667		
17-Jan-2009	20:32:10	47.66601667	-122.1312167		
17-Jan-2009	20:32:11	47.66588333	-122.13145		
17-Jan-2009	20:32:12	47.66575	-122.1316833		
17-Jan-2009	20:32:13	47.6656	-122.1319167		
17-Jan-2009	20:32:14	47.66546667	-122.1321333		
17-Jan-2009	20:32:15	47.6653	-122.1323167		
17-Jan-2009	20:32:16	47.66515	-122.1325333		
17-Jan-2009	20:32:17	47.665	-122.1327167		
17-Jan-2009	20:32:18	47.66485	-122.1328833		
17-Jan-2009	20:32:19	47.6647	-122.1330333		
17-Jan-2009	20:32:20	47.66456667	-122.1331833		
17-Jan-2009	20:32:21	47.66441667	-122.1333167		
17-Jan-2009	20:32:22	47.66428333	-122.1334667		
17-Jan-2009	20:32:23	47.66413333	-122.1336		
17-Jan-2009	20:32:24	47.66396667	-122.1337167		
17-Jan-2009	20:32:25	47.6638	-122.13385		
17-Jan-2009	20:32:26	47.66365	-122.13395		
17-Jan-2009	20:32:27	47.66348333	-122.1340667		
17-Jan-2009	20:32:28	47.6633	-122.13415		
17-Jan-2009	20:32:29	47.66313333	-122.13425		
17-Jan-2009	20:32:30	47.66296667	-122.13435		
17-Jan-2009	20:32:31	47.66278333	-122.1344333		
17-Jan-2009	20:32:32	47.6626	-122.1345333		
17-Jan-2009	20:32:33	47.6624	-122.1346333		
17-Jan-2009	20:32:34	47.66221667	-122.1347333		
17-Jan-2009	20:32:35	47.66203333	-122.1348333		
17-Jan-2009	20:32:36	47.66183333	-122.1349333		
17-Jan-2009	20:32:37	47.66163333	-122.1350333		
17-Jan-2009	20:32:38	47.66143333	-122.1351333		
17-Jan-2009	20:32:39	47.66123333	-122.1352333		
17-Jan-2009	20:32:40	47.66103333	-122.13535		
17-Jan-2009	20:32:41	47.66085	-122.1354667		
17-Jan-2009	20:32:42	47.66065	-122.1355833		
17-Jan-2009	20:32:43	47.66043333	-122.1357167		
17-Jan-2009	20:32:44	47.66023333	-122.1358333		
17-Jan-2009	20:32:45	47.66001667	-122.1359667		
17-Jan-2009	20:32:46	47.65981667	-122.1360833		
17-Jan-2009	20:32:47	47.65961667	-122.1362		
17-Jan-2009	20:32:48	47.6594	-122.1363167		
17-Jan-2009	20:32:49	47.6592	-122.1364333		
17-Jan-2009	20:32:50	47.65898333	-122.1365333		
17-Jan-2009	20:32:51	47.65878333	-122.13665		
17-Jan-2009	20:32:52	47.65856667	-122.13675		
17-Jan-2009	20:32:53	47.65836667	-122.1368667		
17-Jan-2009	20:32:54	47.65816667	-122.1369833		
17-Jan-2009	20:32:55	47.65796667	-122.1371		
17-Jan-2009	20:32:56	47.65778333	-122.1372167		
17-Jan-2009	20:32:57	47.65758333	-122.1373333		
17-Jan-2009	20:32:58	47.6574	-122.1374333		
17-Jan-2009	20:32:59	47.65721667	-122.13755		
17-Jan-2009	20:33:00	47.65703333	-122.13765		
17-Jan-2009	20:33:01	47.65683333	-122.1377667		
17-Jan-2009	20:33:02	47.65666667	-122.1378667		
17-Jan-2009	20:33:03	47.65648333	-122.1379667		
17-Jan-2009	20:33:04	47.6563	-122.1380667		
17-Jan-2009	20:33:05	47.65611667	-122.1381667		
17-Jan-2009	20:33:06	47.65595	-122.1382667		
17-Jan-2009	20:33:07	47.65578333	-122.1383667		
17-Jan-2009	20:33:08	47.65561667	-122.1384667		
17-Jan-2009	20:33:09	47.65545	-122.13855		
17-Jan-2009	20:33:10	47.6553	-122.1386333		
17-Jan-2009	20:33:11	47.65515	-122.1387167		
17-Jan-2009	20:33:12	47.65501667	-122.1387833		
17-Jan-2009	20:33:13	47.65488333	-122.1388667		
17-Jan-2009	20:33:14	47.65476667	-122.1389333		
17-Jan-2009	20:33:15	47.65466667	-122.139		
17-Jan-2009	20:33:16	47.65458333	-122.1390333		
17-Jan-2009	20:33:17	47.65453333	-122.1390333		
17-Jan-2009	20:33:18	47.65446667	-122.139		
17-Jan-2009	20:33:19	47.65443333	-122.1389167		
17-Jan-2009	20:33:20	47.65441667	-122.1388		
17-Jan-2009	20:33:21	47.6544	-122.1386667		
17-Jan-2009	20:33:22	47.65438333	-122.1385167		
17-Jan-2009	20:33:23	47.65436667	-122.1383333		
17-Jan-2009	20:33:24	47.65435	-122.1381667		
17-Jan-2009	20:33:25	47.65431667	-122.13795		
17-Jan-2009	20:33:26	47.6543	-122.13775		
17-Jan-2009	20:33:27	47.65426667	-122.1375333		
17-Jan-2009	20:33:28	47.65425	-122.1373		
17-Jan-2009	20:33:29	47.65421667	-122.1370833		
17-Jan-2009	20:33:30	47.6542	-122.13685		
17-Jan-2009	20:33:31	47.65416667	-122.1366167		
17-Jan-2009	20:33:32	47.65413333	-122.1363833		
17-Jan-2009	20:33:33	47.65411667	-122.13615		
17-Jan-2009	20:33:34	47.6541	-122.1359333		
17-Jan-2009	20:33:35	47.65408333	-122.1357		
17-Jan-2009	20:33:36	47.65405	-122.1354833		
17-Jan-2009	20:33:37	47.65403333	-122.1352833		
17-Jan-2009	20:33:38	47.65401667	-122.1350667		
17-Jan-2009	20:33:39	47.654	-122.13485		
17-Jan-2009	20:33:40	47.654	-122.13465		
17-Jan-2009	20:33:41	47.65398333	-122.1344667		
17-Jan-2009	20:33:42	47.65398333	-122.13425		
17-Jan-2009	20:33:43	47.65398333	-122.13405		
17-Jan-2009	20:33:44	47.654	-122.13385		
17-Jan-2009	20:33:45	47.65401667	-122.1336333		
17-Jan-2009	20:33:46	47.65403333	-122.1334167		
17-Jan-2009	20:33:47	47.65406667	-122.1332167		
17-Jan-2009	20:33:48	47.65408333	-122.1330167		
17-Jan-2009	20:33:49	47.6541	-122.1328167		
17-Jan-2009	20:33:50	47.65411667	-122.1326167		
17-Jan-2009	20:33:51	47.65413333	-122.1324167		
17-Jan-2009	20:33:52	47.65416667	-122.1322167		
17-Jan-2009	20:33:53	47.65418333	-122.1320333		
17-Jan-2009	20:33:54	47.65421667	-122.1318167		
17-Jan-2009	20:33:55	47.65423333	-122.1316		
17-Jan-2009	20:33:56	47.65426667	-122.1314		
17-Jan-2009	20:33:57	47.65428333	-122.1311833		
17-Jan-2009	20:33:58	47.65431667	-122.1309667		
17-Jan-2009	20:33:59	47.65433333	-122.13075		
17-Jan-2009	20:34:00	47.65435	-122.1305333		
17-Jan-2009	20:34:01	47.65438333	-122.1303333		
17-Jan-2009	20:34:02	47.6544	-122.1301333		
17-Jan-2009	20:34:03	47.65441667	-122.1299167		
17-Jan-2009	20:34:04	47.65445	-122.1297167		
17-Jan-2009	20:34:05	47.65446667	-122.1295167		
17-Jan-2009	20:34:06	47.65448333	-122.1293		
17-Jan-2009	20:34:07	47.65451667	-122.1290833		
17-Jan-2009	20:34:08	47.65453333	-122.1288833		
17-Jan-2009	20:34:09	47.65456667	-122.1286833		
17-Jan-2009	20:34:10	47.65458333	-122.1284833		
17-Jan-2009	20:34:11	47.65461667	-122.1282667		
17-Jan-2009	20:34:12	47.65463333	-122.12805		
17-Jan-2009	20:34:13	47.65466667	-122.1278333		
17-Jan-2009	20:34:14	47.65468333	-122.1276333		
17-Jan-2009	20:34:15	47.6547	-122.1274667		
17-Jan-2009	20:34:16	47.65471667	-122.1272833		
17-Jan-2009	20:34:17	47.65476667	-122.1271167		
17-Jan-2009	20:34:18	47.65481667	-122.1269667		
17-Jan-2009	20:34:19	47.65488333	-122.1268		
17-Jan-2009	20:34:20	47.65495	-122.12665		
17-Jan-2009	20:34:21	47.65503333	-122.1264833		
17-Jan-2009	20:34:22	47.65511667	-122.1263167		
17-Jan-2009	20:34:23	47.6552	-122.12615		
17-Jan-2009	20:34:24	47.6553	-122.126		
17-Jan-2009	20:34:25	47.65538333	-122.1258167		
17-Jan-2009	20:34:26	47.65546667	-122.12565		
17-Jan-2009	20:34:27	47.65556667	-122.1254667		
17-Jan-2009	20:34:28	47.65566667	-122.1252833		
17-Jan-2009	20:34:29	47.65575	-122.1251167		
17-Jan-2009	20:34:30	47.65585	-122.1249167		
17-Jan-2009	20:34:31	47.65593333	-122.1247667		
17-Jan-2009	20:34:32	47.65601667	-122.1245833		
17-Jan-2009	20:34:33	47.65611667	-122.1244333		
17-Jan-2009	20:34:34	47.6562	-122.1242833		
17-Jan-2009	20:34:35	47.65628333	-122.12415		
17-Jan-2009	20:34:36	47.65635	-122.1240167		
17-Jan-2009	20:34:37	47.65645	-122.1239		
17-Jan-2009	20:34:38	47.65653333	-122.1237833		
17-Jan-2009	20:34:39	47.65661667	-122.1236667		
17-Jan-2009	20:34:40	47.6567	-122.12355		
17-Jan-2009	20:34:41	47.6568	-122.1234167		
17-Jan-2009	20:34:42	47.65688333	-122.1233		
17-Jan-2009	20:34:43	47.65696667	-122.1231667		
17-Jan-2009	20:34:44	47.65703333	-122.1230167		
17-Jan-2009	20:34:45	47.65711667	-122.1228667		
17-Jan-2009	20:34:46	47.65718333	-122.1227333		
17-Jan-2009	20:34:47	47.65725	-122.1225667		
17-Jan-2009	20:34:48	47.6573	-122.1224		
17-Jan-2009	20:34:49	47.65736667	-122.12225		
17-Jan-2009	20:34:50	47.65743333	-122.1220833		
17-Jan-2009	20:34:51	47.6575	-122.12195		
17-Jan-2009	20:34:52	47.65755	-122.1218167		
17-Jan-2009	20:34:53	47.6576	-122.1216667		
17-Jan-2009	20:34:54	47.65765	-122.1215667		
17-Jan-2009	20:34:55	47.6577	-122.1214667		
17-Jan-2009	20:34:56	47.65773333	-122.1213833		
17-Jan-2009	20:34:57	47.65775	-122.1213		
17-Jan-2009	20:34:58	47.65775	-122.1212333		
17-Jan-2009	20:34:59	47.65771667	-122.1211667		
17-Jan-2009	20:35:00	47.65765	-122.1211		
17-Jan-2009	20:35:01	47.65758333	-122.1210333		
17-Jan-2009	20:35:02	47.65751667	-122.12095		
17-Jan-2009	20:35:03	47.65741667	-122.12085		
17-Jan-2009	20:35:04	47.65731667	-122.12075		
17-Jan-2009	20:35:05	47.65721667	-122.1206167		
17-Jan-2009	20:35:06	47.65711667	-122.1205		
17-Jan-2009	20:35:07	47.65698333	-122.1203833		
17-Jan-2009	20:35:08	47.65686667	-122.1202333		
17-Jan-2009	20:35:09	47.65673333	-122.1201		
17-Jan-2009	20:35:10	47.6566	-122.1199667		
17-Jan-2009	20:35:11	47.65648333	-122.1198333		
17-Jan-2009	20:35:12	47.65635	-122.1196833		
17-Jan-2009	20:35:13	47.65621667	-122.11955		
17-Jan-2009	20:35:14	47.65608333	-122.1194		
17-Jan-2009	20:35:15	47.65595	-122.1192667		
17-Jan-2009	20:35:16	47.65581667	-122.1191333		
17-Jan-2009	20:35:17	47.65568333	-122.1189833		
17-Jan-2009	20:35:18	47.65555	-122.11885		
17-Jan-2009	20:35:19	47.65541667	-122.1187		
17-Jan-2009	20:35:20	47.65528333	-122.1185667		
17-Jan-2009	20:35:21	47.65515	-122.1184333		
17-Jan-2009	20:35:22	47.65501667	-122.1183167		
17-Jan-2009	20:35:23	47.65488333	-122.1181833		
17-Jan-2009	20:35:24	47.65475	-122.1180667		
17-Jan-2009	20:35:25	47.65461667	-122.11795		
17-Jan-2009	20:35:26	47.65446667	-122.1178333		
17-Jan-2009	20:35:27	47.65431667	-122.1177333		
17-Jan-2009	20:35:28	47.65416667	-122.11765		
17-Jan-2009	20:35:29	47.65403333	-122.11755		
17-Jan-2009	20:35:30	47.65388333	-122.1174833		
17-Jan-2009	20:35:31	47.65373333	-122.1174		
17-Jan-2009	20:35:32	47.65356667	-122.1173167		
17-Jan-2009	20:35:33	47.65341667	-122.1172667		
17-Jan-2009	20:35:34	47.65325	-122.1172167		
17-Jan-2009	20:35:35	47.65308333	-122.1171667		
17-Jan-2009	20:35:36	47.65293333	-122.1171333		
17-Jan-2009	20:35:37	47.65276667	-122.1171		
17-Jan-2009	20:35:38	47.6526	-122.11705		
17-Jan-2009	20:35:39	47.65243333	-122.1170333		
17-Jan-2009	20:35:40	47.65226667	-122.117		
17-Jan-2009	20:35:41	47.65211667	-122.1169667		
17-Jan-2009	20:35:42	47.65196667	-122.11695		
17-Jan-2009	20:35:43	47.65183333	-122.1169		
17-Jan-2009	20:35:44	47.65171667	-122.1168667		
17-Jan-2009	20:35:45	47.65163333	-122.11685		
